track_id,genre,location,latitude,longitude
TRASQIB128F426693D,Pop,The Bronx  New York,40.8527855,-73.8390537935
TRANRIK128F148C860,Rap,St. Joseph  MO,39.7686055,-94.8466321
TRAZOSB128F9302A07,Rock|Pop,Los Angeles  CA,34.0543942,-118.2439408
TRAZDPO128E078ECE6,Rock,Boston  MA,42.3604823,-71.0595677
TRBAFBU128F427EFCE,Rock,London  England,51.5073219,-0.1276473
TRBDAVU128F423814A,Rock,Sayreville  NJ,40.4592726,-74.3609821
TRATCDG128F932B4D2,Rock,Seattle  Washington,47.6038321,-122.3300623
TRATOHC128EF3460DA,Rock,Borlänge,60.4856426,15.4234561
TRBFEIX128F426A5F8,Rock,Newcastle,54.9770924,-1.6142058
TRAPGOC128F932F01A,Reggae,West London  England,51.5110498,-0.1437339
TRBFJGB128F42612B1,RnB|Pop,Houston  TX,29.675779,-95.4021585102
TRAEOOH128F934ACD4,Metal|Rock,Antarctica,-82.1081819,34.378236
TRAYUCR128E078EE0F,Rock,London  England,51.5073219,-0.1276473
TRASIKP128F423EED7,Electronic,London  England,51.5073219,-0.1276473
TRAKORW128F1484DF0,Pop|RnB,Los Angeles   New York,34.0143928,-117.8984509
TRAMLZC128F92F3EB9,Rock,New York NY,40.7305991,-73.9865811
TRASIWA12903CFFC4D,Reggae,St. Mary's  Jamaica,18.0247003,-76.82161165
TRAILUH128E0784D6D,RnB|Rock,St. Louis  MO,38.6272733,-90.1978888
TRASXHB128F933D3BD,Rock|Reggae,Boston  MA,42.3604823,-71.0595677
TRAESJK128E0792227,Rap,St. Joseph  MO,39.7686055,-94.8466321
TRAJOIH128F14B08F7,Rock,ITALY,42.6384261,12.674297
TRAAHEG128E07861C3,Rap,Newark  NJ,40.735657,-74.1723666
TRAEGGV128F92F29B2,Rock,GERMANY,51.0834196,10.4234469
TRBBKLD128F424ABF5,Metal,Louisiana,30.8703881,-92.0071259
TRAGBHV128F4295074,Rock|Punk,Miami  Florida,25.7742658,-80.1936588
TRBBJFO12903D074EE,Rap,Los Angeles  CA,34.0543942,-118.2439408
TRBIHAU128F425C317,Rock,Amherst  MA,42.3803676,-72.5231429
TRAJXNB128F4261F43,Rock,Carle Place  New York,40.7526008,-73.6104057
TRAINYU128F4246BD1,Rock|Metal,Oxford  England,51.752225,-1.2583027
TRAATNJ128F42631BA,Metal|Rock,Bakersfield  CA,35.3738712,-119.0194638
TRAEUIW12903D018F0,Rock,Galveston  TX,29.299328,-94.7945881
TRBCYOI128F1455566,Rap,New York  NY,40.7305991,-73.9865811
TRARDJY128F14750EA,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRANVZT128F42AE134,Country,Austin  TX,30.2711286,-97.7436994
TRAWOHD128F148D176,Rock|Pop,Chicago  IL,41.8755546,-87.6244211
TRAVELY128F42606F8,Rap,Queens  NY,40.6524927,-73.7914213158
TRBCGRI128F93355E9,Rock,Glasgow  Scotland,55.856656,-4.2435816
TRBGWEG12903CFF7EE,Pop,Virginia,37.1232245,-78.492772
TRAVCNA128F930975C,Metal|Rock,Sweden,59.6749712,14.5208584
TRAUOPA128F93537F2,Folk|Rock,Syracuse  NY,43.0481221,-76.1474243
TRAPASL128F422BC00,Rock,Providence  RI,51.4325529,-2.6640438
TRAGJQL128E078E840,Country,Timmins  Ontario  Canada,48.4759183,-81.3351617
TRATGTP128F427021D,Rock,Brooklyn  NY,40.6501038,-73.9495822
TRAGDPS128F145F8EE,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRAAMPA128F92E7D0D,Punk,Los Angeles  CA,34.0543942,-118.2439408
TRAFMME128F932B4D5,Rock,Seattle  Washington,47.6038321,-122.3300623
TRAHFHR12903CCCAF8,Rock,New York NY,40.7305991,-73.9865811
TRBHCXR128F92E7D0E,Punk,Los Angeles  CA,34.0543942,-118.2439408
TRAWIJG128F42B502C,Country,Timmins  Ontario  Canada,48.4759183,-81.3351617
TRAXWDS12903CEE35E,Rock,Sydney  Australia,-33.8548156,151.2164539
TRAPVYD12903CE0269,Rock|Metal,NORWAY,64.574131,11.5270102892
TRAHMIV128F14693DC,Rock,United Kingdom,54.7023545,-3.2765752
TRBDIOP128EF35F99C,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRAEVRU128F4263351,RnB|Rock,Santa Monica  CA,34.0195598,-118.4869738
TRAJPPX128F4259FD4,Rock,London  England,51.5073219,-0.1276473
TRBHHUC128F4294C6F,Rock|Folk,CANADA - Ontario,50.0000002,-86.0
TRAKGDZ12903CE4867,Rock|Metal,LONG BEACH  California,33.7774658,-118.188487
TRBGCLK128F4237A50,Pop,Chiswick  London  England,51.4923137,-0.2638179
TRACBWX128F92FD725,Electronic,Edmonton  Alberta  Canada,53.5343609,-113.5065084
TRAZVFJ128F9310CE2,Rock,Oxford  UK,51.752225,-1.2583027
TRACMHD128F931FB14,Metal|Rock,Helsinki  Finland,60.1666277,24.9435079
TRAFWRG128F4295089,Rock|Punk,Miami  Florida,25.7742658,-80.1936588
TRALMTD128E07862AC,Rap,Newark  NJ,40.735657,-74.1723666
TRBDTNY128F9327A10,Rock,England,52.7954791,-0.540240236617
TRAHCRI128F4255C6E,Country,Paw Paw  WV,39.5321154,-78.4567384
TRAUODU128F9307467,Rock,Charlottesville  VA,38.029306,-78.476678
TRABRMJ128E0780E42,Pop|Rock,Poway  CA,32.9628234,-117.0358645
TRAPRQZ128F427E188,Rock,Calcutta  India,22.5677459,88.3476023
TRBHKKJ128F427A3B1,Rap|Rock,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218
TRBDDKF128F426BF7B,Rock|Folk,PHILADELPHIA  Pennsylvania,39.9523993,-75.1635898
TRAPESV128F92FE5E9,Country,Shelby  North Carolina,35.2923513,-81.5356462
TRBAHBP128F42985D6,Rock|Punk,New Jersey,40.0757384,-74.4041621
TRAJFRJ128F9328FF1,Blues,Memphis  Tennessee,35.1490215,-90.0516284
TRAOJEW128F4294CBD,Rap|Rock,Mogadishu  Somalia,2.0427779,45.3385636
TRAATIU128F4291A84,Metal,Atlanta  GA,33.7490987,-84.3901848
TRBFUMI128F42B5731,Rock,New York  NY,40.7305991,-73.9865811
TRBAHID128F4278EAF,Pop,Barranquilla  Colombia,11.04667645,-74.8490503668
TRAQGNV128C7196894,Rock,Poway  CA,32.9628234,-117.0358645
TRBAYER128F933D3B7,Rock|Reggae,Boston  MA,42.3604823,-71.0595677
TRAGWTT128F148CF2C,Rock,Gainesville  FL,29.67360855,-82.3234140624
TRBCANP128F92FA6B9,Pop|Rock,New York  NY,40.7305991,-73.9865811
TRAMIUD128E07825DB,Rock,Richmond VA,-32.8660751,151.499496964
TRAZWDT128F4241B14,Country|Rock,Quantico  VA,38.5228755,-77.2901862045
TRAZVZJ128F92EF28A,Punk|Rock,San Francisco  CA,37.7792808,-122.4192362
TRAQKPR128F427DDF8,Rock|Pop,Centre,47.5490251,1.7324062
TRAGYDZ12903D0957F,Rock,Seattle  WA,47.6038321,-122.3300623
TRADXCF128EF357134,Rock,Dundee  Scotland,56.4593653,-2.9735212
TRANCSE128F93044F1,Latin,Barranquilla  Colombia,11.04667645,-74.8490503668
TRAEFDK128F1473B92,RnB,United States,39.7837304,-100.4458824
TRAOYHS128F427EF8B,Rock,Sacramento  CA,38.5815719,-121.4943995
TRAOEAQ12903CC26BD,Rock,Long Island  NY,40.8517821,-73.099185269
TRANIJQ128F4298A10,Rock,New York  NY,40.7305991,-73.9865811
TRBBILZ12903CB422C,Rock|Punk,San Francisco  CA,37.7792808,-122.4192362
TRBHBGB128F931E4CF,Rock,Philadelphia  Pennsylvania,39.9523993,-75.1635898
TRACSIE128F427F98E,Pop|Latin,The Bronx  New York,40.8527855,-73.8390537935
TRAEWLF128F42B1F89,Pop|Electronic,Minneapolis  MN,44.9772995,-93.2654691
TRAWDWZ128F9340E55,RnB,Fairfax  California,37.9871455,-122.5888685
TRALJBT128F4266FD8,RnB|Pop,The Bronx  New York,40.8527855,-73.8390537935
TRBAXDP12903CD1922,Rock,Ukiah  CA,39.1501662,-123.207786
TRAEVRI128F93608F3,Pop|Rock,Chiswick  London  England,51.4923137,-0.2638179
TRACRON12903CB59E6,Rock|Punk,Columbus  OH,39.9622601,-83.0007064
TRBFJPO128F4295BE3,Latin,Barranquilla  Colombia,11.04667645,-74.8490503668
TRAJZCH128F933D2B7,Reggae,Boston  MA,42.3604823,-71.0595677
TRAVUAJ128E078EDA2,Rock,Boston  MA,42.3604823,-71.0595677
TRBBMPH128F1469775,Rock,United Kingdom,54.7023545,-3.2765752
TRBGIDU128F4241A2E,Rock|Metal,Seattle  WA,47.6038321,-122.3300623
TRAQDZZ128F42AF66A,Rap,Memphis  TN,35.1490215,-90.0516284
TRAZCSY128F42683F2,Rock,California - LA,36.7014631,-118.7559973
TRANCCN128E0794B18,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRAOWBP128F4257C64,Rock,Galveston  TX,29.299328,-94.7945881
TRAETTV12903CBBD09,Blues,Seattle  USA,47.6038321,-122.3300623
TRAASQC128F93480F0,Punk|Rock,Chicago,41.8755546,-87.6244211
TRASYIH12903D08529,Pop|Rock,Los Angeles,34.0543942,-118.2439408
TRBEKGR128F425DA44,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRARMHA128F92E7D32,Punk,Los Angeles  CA,34.0543942,-118.2439408
TRABJWA128F9309C09,Rock,Helsinki  Finland,60.1666277,24.9435079
TRARHCB128F148D1B0,Rock|Punk,New Jersey,40.0757384,-74.4041621
TRANIVG128F1484DED,RnB|Pop,Los Angeles   New York,34.0143928,-117.8984509
TRAQITZ128F4265E0E,Country,Kingsland  AR,33.8584369,-92.2940371
TRBCSDW128F424D686,Pop|Electronic,Maine,45.709097,-68.85902
TRBHJJP128F145EA12,Country,San Antonio  TX,29.4246002,-98.4951404
TRAFJVH128F42BC25E,Rap,Compton CA,33.8948824,-118.2260433
TRBEUKI128F9318306,Blues,Teoc  MS,33.5792862,-90.0553621
TRAKQXJ128F147A028,Rock,Ukiah  CA,39.1501662,-123.207786
TRACUCT128F422BC2F,Rock,Denver  CO,39.7348381,-104.965327
TRAGALM128F4236C86,Rap,Japan,36.5748441,139.2394179
TRARSZV12903CDB2DE,Blues,Hudsonville  MS,34.8612054,-89.375075
TRBACUF128F4247F8C,RnB,Minneapolis  MN,44.9772995,-93.2654691
TRBBVNR128E078E1E4,Rap,Los Angeles  CA,34.0543942,-118.2439408
TRAMKKJ128F1463612,Reggae,NY - Long Island,40.8517821,-73.099185269
TRAVKJJ128F424DA32,Pop|Jazz,Chicago  IL,41.8755546,-87.6244211
TRAMARM128E0796A50,Rock,Stillwater  OK,36.1156306,-97.0585716
TRAJIUK128F42668E6,Rock,Wisconsin,44.4308975,-89.6884636
TRAFZHK128F145E86B,Rock,Wilkes Barre  PA,41.2464824,-75.8817315
TRBDYIC128F92F1D17,Rap,Detroit MI,42.3486635,-83.0567374
TRAVRPL128F145E874,Rock,Wilkes Barre  PA,41.2464824,-75.8817315
TRAZEYQ12903C9D099,Blues,Beaumont  Texas,30.0860459,-94.101846
TRAYABW128F4235888,Punk,Berkeley  CA,37.8708393,-122.2728638
TRAAAEF128F4273421,Rock,London  England,51.5073219,-0.1276473
TRAWEIX128F14B0F05,Rap,Mt. Vernon  NY,40.9125992,-73.8370785
TRAVPHL128F424EAE1,Rock,Escatawpa  MS,30.49112175,-88.5513368812
TRAWHZK12903CB5A01,Rock|Punk,Columbus  OH,39.9622601,-83.0007064
TRABZRZ128F42628AD,Rock|Blues,London  England,51.5073219,-0.1276473
TRABYEY128F933773A,Punk,Pittsburgh  PA,40.4416941,-79.990086
TRAUXSO128F42B863C,Rock,Newcastle,54.9770924,-1.6142058
TRBFSNP128F14572B5,Rock|Metal,California - LA,36.7014631,-118.7559973
TRANMOT128F92EFF19,Country,Cross Lane  WV,39.180181,-81.7331799
TRBBJAJ128F425DA40,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRAYQKQ128F1491182,Rap,London  England,51.5073219,-0.1276473
TRAEMNZ128F9334662,Rock,Boston  MA,42.3604823,-71.0595677
TRAUCZX128F149D9AE,Country,Vidor  TX,30.1316001,-94.0154541
TRANRFB128F1481F1E,Rock,Batley  England,53.716564,-1.6363855
TRACFZI128E0795424,Rock,California,36.7014631,-118.7559973
TRABOXX128F92F29EB,Pop|Electronic,Minnesota,45.9896587,-94.6113287
TRABVWG128F9359323,Rock,Los Angeles  California,34.0543942,-118.2439408
TRAYGHE12903CD213E,Electronic,Braintree  Essex  England,51.8790108,0.5501584
TRAXPHE128F92F4100,Blues,Middlesbrough  England,54.5760419,-1.2344046
TRABJIX128C7196953,RnB,London,51.5073219,-0.1276473
TRAPTRH128F4271659,Blues,Beaumont  Texas,30.0860459,-94.101846
TRARIZK128F92FF27A,Rock,Garnant  Wales,51.7953874,-3.8911244
TRBEYJR128F4292651,RnB,Severn  MD,39.1278864,-76.6869127
TRAQEOP12903CA65E2,Pop|Latin,Barranquilla  Colombia,11.04667645,-74.8490503668
TRBALIJ128F14884B5,Rock,Muskegon  MI,43.2341813,-86.248392
TRAFRKU128F933CE16,Rock,Atlanta  GA,33.7490987,-84.3901848
TRARJPL128F931C7D2,Rock,Salt Lake City  UT,40.7670126,-111.8904307
TRAQQHJ128F9345DC3,Rock|Punk,Chicago,41.8755546,-87.6244211
TRACHKX128F934B07A,Electronic,Stockholm,59.3251172,18.0710935
TRBHKKK128F427E9FF,Rock,Escatawpa  MS,30.49112175,-88.5513368812
TRAKOEB128F1478783,Rock,Chicago,41.8755546,-87.6244211
TRAWRHQ128F1495E6B,Jazz,Niteroi  Brazil,-22.883237,-43.1154551
TRAQEUQ128F425282E,Metal,POLAND,52.0977181,19.0258159
TRALNOD128F4264AEB,RnB|Rock,Santa Monica  CA,34.0195598,-118.4869738
TRAMFFW128F4263AD7,Pop|Rock,London  England,51.5073219,-0.1276473
TRAHORF12903CDA9FB,Pop,Corte Madera CA,37.9254806,-122.5274754
TRARKGW128F92EB8F9,Rock,NL,26.1630556,94.5884911
TRAPAZE128F4233355,Punk,Pittsburgh  PA,40.4416941,-79.990086
TRANRWM128F42873F9,Rock,Tempe  AZ,33.4144139,-111.9094473
TRADGXI128F92EF28F,Punk|Rock,San Francisco  CA,37.7792808,-122.4192362
TRAPLMD128F932FF43,Rock|Metal,Los Angeles  CA,34.0543942,-118.2439408
TRAASUZ128F9314950,Metal|Rock,Bakersfield  CA,35.3738712,-119.0194638
TRATJSR128F4266791,RnB|Pop,The Bronx  New York,40.8527855,-73.8390537935
TRARANL128F1478789,Rock,Chicago,41.8755546,-87.6244211
TRBFVZI128F147FCAF,Pop,Chiswick  London  England,51.4923137,-0.2638179
TRAYJHF128F4294CB8,Rap,Mogadishu  Somalia,2.0427779,45.3385636
TRAIPST128F9302AE9,Rap,St. Joseph  MO,39.7686055,-94.8466321
TRAZXDC128F429874E,Reggae|Pop,Kingston  Jamaica,17.9712148,-76.7928127
TRAMBBV128F9337714,Punk,Pittsburgh  PA,40.4416941,-79.990086
TRAAPPQ128F14961F5,Rock,Athens  GA,33.9595974,-83.3766779
TRAWLGG128F42884CA,RnB,Atlanta  GA,33.7490987,-84.3901848
TRAHCHN128F4276D58,World|Rock,Arles  France,43.6776223,4.6309653
TRBFBUO128F42A3DED,Rock,Eskilstuna  Sweden,59.3717379,16.5051474
TRAYKOC128F930D2B8,Rock,Boston  MA,42.3604823,-71.0595677
TRAUVUF128F148D1AA,Punk,New Jersey,40.0757384,-74.4041621
TRAWTGS128F14569A8,Rock|Pop,London  England,51.5073219,-0.1276473
TRBFBOG128F9356C6E,Rap,allentown Pennsylvania USA,40.6022059,-75.4712793
TRAAXUY128F426BA55,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRABHVL128F92EFB0E,Metal,Bridgend  South Wales  UK,51.4968369,-3.5658028
TRAWDLK128EF342E1E,Rap,Newark  NJ,40.735657,-74.1723666
TRAEXHW128F92E2602,Rock|Rap,Geneva  NY,42.8689552,-76.9777435
TRADAYS12903CDBE0F,Blues|Rock,Greenwood  MS,39.60903665,-86.1070449882
TRBFRZX128F9341EAE,Rap,East Flatbush  Brooklyn  NY,40.6537148,-73.930415
TRAWSXV128F4273E35,Rap,Queensbridge  NY,40.75514545,-73.9449784413
TRACCVZ128F4291A8A,Metal,Atlanta  GA,33.7490987,-84.3901848
TRBFWSP128F92F29B4,Rock,GERMANY,51.0834196,10.4234469
TRAQOXO128F42636BD,Rock,London  England,51.5073219,-0.1276473
TRADODV128F4283EB6,Rap,Queensbridge  NY,40.75514545,-73.9449784413
TRAWGLP128F92DE5AD,Pop,LOS ANGELES  California,34.0543942,-118.2439408
TRARIRG128F147FC96,Pop,Chiswick  London  England,51.4923137,-0.2638179
TRAGHBP128E0793AF7,Rock,London  England,51.5073219,-0.1276473
TRAXWQU128F42716E2,Rock,Seymour  IN,38.9592201,-85.8902546
TRANCOS128F4267DFB,Rock,Borlänge,60.4856426,15.4234561
TRBADGN128F42AA534,Latin,Cádiz,36.5298292,-6.2925678
TRAXJHG128F427EA02,Rock,Escatawpa  MS,30.49112175,-88.5513368812
TRBCCAJ128F148CBBB,Rap,allentown Pennsylvania USA,40.6022059,-75.4712793
TRATZQS128F1467D4B,Rock,Georgia,32.3293809,-83.1137365
TRAAIAE128F42AC53D,Country,Medicine Lodge  KS,37.2811339,-98.5803609
TRABXVE128F4284AFC,Folk,Forest Hills  Queens  New York City  NY  USA,40.7232458,-73.8466131103
TRBGMJF128F425E8EA,Rock,Los Angeles  CA,34.0543942,-118.2439408
TRAWVNL128F9327983,Rock,England,52.7954791,-0.540240236617
TRAPJPD128F14572B3,Rock,California - LA,36.7014631,-118.7559973
TRAGJPA128F92F9665,Rock,Dublin  Ireland,53.3497645,-6.2602731
TRANZIL128F42A2670,Country,Locust Ridge  TN,35.6561818,-86.2952707
TRBAHEH128F9327D39,RnB|Reggae,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218
TRAKYWY128F9310CF4,Rock,Oxford  UK,51.752225,-1.2583027
TRBAWKB128F931BAEE,Pop|Electronic,Minnesota,45.9896587,-94.6113287
TRBCNWM128F92D50EC,Rap,Queens  NY,40.6524927,-73.7914213158
TRAVLWL128F424EF6A,Rock,Stillwater  OK,36.1156306,-97.0585716
TRAEHXW128F146F3C5,Country,Houston  TX,29.675779,-95.4021585102
TRAQLOD128F145EC9D,Latin|Pop,Madrid  Spain,40.4167047,-3.7035824
TRADKDX128F9320676,Rock,Seattle  WA,47.6038321,-122.3300623
TRACRTS128F9300F7E,Punk|Rock,Washington  D.C.,38.8949549,-77.0366455
TRALRTY128F428BE43,RnB,Atlanta  GA,33.7490987,-84.3901848
TRAXDAH128F422BBFC,Rock,Providence  RI,51.4325529,-2.6640438
TRAGNBQ128F149CB93,Rock,Wilmette  IL,42.0770909,-87.7238935
TRASDGG128F933EDE2,Punk|Rock,Pittsburgh  PA,40.4416941,-79.990086
TRBAIKM12903CBCF21,Blues|Rock,Regina  Saskatchewan  Canada,50.4480951,-104.615818
TRBETHV128F429722F,Pop|Latin,Cádiz,36.5298292,-6.2925678
